  [1]: https://www.ons.gov.uk/businessindustryandtrade/constructionindustry/bulletins/constructionoutputingreatbritain/previousReleases]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020 DEC","90.8","96.1","111.5","139.1","103.3","201.0","97.2","90.2","87.7","96.9","67.3","55.8","84.2","110.3","96.3","85.2","84.0","88.2","84.4","72.7","75.1","111.6","117.6","1.7","2.2","-0.3","4.2","-1.0","-0.9","3.6","-1.1","2.3","4.0","2.5","26.4","-0.8","3.0","0.6","2.7","3.9","0.9","-8.6","0.9","15.1","41.7","8.1","-6.8","-7.8","5.0","-5.8","6.9","-0.4","5.9","-8.2","-8.7","-8.9","-31.2","-49.5","3.7","3.0","0.4","3.0","-11.7","-1.7","-15.0","-27.8","-25.3","4.7","-21.0","1.5","-0.4","2.0","-4.6","3.3","-2.5","3.0","3.2","1.4","-1.8","1.4","-31.9","2.0","3.8","0.4","4.5","3.6","1.4","7.3","7.1","7.6","0.6","-2.3","-7.0","-9.2","5.0","-6.5","7.3","-1.8","4.1","-7.0","-9.1","-9.5","-32.7","-46.3","6.2","1.0","0.2","1.0","-12.8","-3.3","-7.1","-29.3","-27.4","-14.7","-22.5","1.72","0.02","-0.05","0.04","-0.12","-0.02","0.05","-0.07","1.79","0.38","0.07","0.36","-0.06","0.27","0.08","0.23","0.18","0.05","-0.51","0.05","0.16","0.60","0.01","-6.80","-0.05","0.70","-0.06","0.69","-0.01","0.07","-0.51","-6.90","-0.89","-1.22","-1.54","0.24","0.25","0.05","0.23","-0.60","-0.08","-0.88","-2.05","-0.38","0.08","-0.04","1.54","0.00","0.32","-0.05","0.37","-0.04","0.04","0.19","1.05","-0.18","0.04","-0.84","0.15","0.32","0.06","0.38","0.17","0.07","0.40","0.38","0.08","0.01","0.00","-7.03","-0.06","0.69","-0.07","0.73","-0.03","0.05","-0.43","-7.20","-0.95","-1.29","-1.42","0.40","0.08","0.03","0.08","-0.65","-0.15","-0.41","-2.19","-0.41","-0.26","-0.04"
"2021 JAN","87.8","98.5","108.6","135.2","100.5","196.3","96.2","89.2","84.7","87.6","61.6","44.5","85.1","108.8","97.5","83.2","79.9","89.1","78.5","73.9","69.6","79.7","117.7","-3.2","2.6","-2.6","-2.8","-2.8","-2.4","-1.0","-1.1","-3.5","-9.6","-8.4","-20.3","1.1","-1.3","1.3","-2.4","-4.9","1.0","-6.9","1.6","-7.3","-28.6","0.1","-9.7","-3.4","0.6","-10.3","1.2","0.9","3.7","-8.8","-11.6","-16.6","-37.0","-59.5","7.0","3.0","1.7","-1.3","-17.0","0.2","-21.0","-26.8","-30.3","-19.4","-25.0","-1.4","1.8","0.0","-2.7","0.2","-2.3","2.9","0.9","-1.8","-6.8","-2.1","-45.0","0.5","3.5","1.0","1.4","0.8","2.2","-8.7","4.5","0.8","6.3","-5.3","-8.2","-7.1","3.6","-9.0","5.6","-1.2","4.3","-7.8","-10.2","-12.6","-33.7","-56.1","5.9","2.2","0.8","0.6","-14.4","-1.6","-14.0","-28.0","-29.7","-13.3","-23.9","-3.21","0.02","-0.36","-0.02","-0.29","-0.04","-0.01","-0.06","-2.79","-1.01","-0.25","-0.33","0.07","-0.12","0.17","-0.19","-0.23","0.05","-0.42","0.13","-0.09","-0.57","0.00","-9.69","-0.02","0.07","-0.07","0.12","0.01","0.04","-0.52","-9.35","-1.77","-1.52","-1.78","0.40","0.24","0.21","-0.10","-0.85","0.01","-1.41","-2.77","-0.46","-0.32","-0.05","-1.40","0.01","0.00","-0.02","0.02","-0.04","0.04","0.05","-1.44","-0.73","-0.06","-1.16","0.03","0.30","0.13","0.12","0.04","0.11","-0.59","0.34","0.01","0.10","-0.01","-8.16","-0.05","0.46","-0.06","0.52","-0.02","0.05","-0.46","-8.27","-1.35","-1.39","-1.67","0.35","0.18","0.09","0.04","-0.71","-0.08","-0.94","-2.91","-0.45","-0.23","-0.04"
"2021 FEB","88.9","100.3","108.7","125.1","101.1","193.3","97.1","92.1","85.7","91.4","63.0","46.6","84.1","108.4","98.0","85.4","79.9","89.8","76.9","77.1","69.7","79.7","106.8","1.2","1.8","0.0","-7.4","0.7","-1.5","0.9","3.3","1.3","4.3","2.2","4.7","-1.2","-0.4","0.5","2.6","0.1","0.8","-2.1","4.4","0.1","-0.1","-9.3","-8.6","-0.9","-1.3","-17.8","-0.3","-2.8","5.4","-6.0","-10.2","-11.3","-34.2","-58.5","2.7","2.7","2.0","1.7","-16.8","1.6","-21.5","-23.0","-29.0","-20.3","-27.4","-1.4","4.4","-1.5","-2.3","-1.9","-3.0","4.0","-0.1","-1.5","-5.7","-3.7","-28.9","-0.4","2.8","1.6","1.4","0.1","2.6","-15.6","4.7","2.7","10.6","-2.0","-8.4","-4.1","1.4","-11.3","2.6","-0.8","5.0","-7.7","-10.2","-12.3","-34.1","-55.9","4.4","2.9","1.4","1.1","-15.2","0.0","-19.2","-25.9","-28.2","-11.3","-24.5","1.20","0.01","0.01","-0.05","0.07","-0.02","0.01","0.19","0.99","0.42","0.06","0.06","-0.08","-0.04","0.07","0.21","0.00","0.04","-0.12","0.37","0.00","0.00","-0.01","-8.64","-0.01","-0.16","-0.13","-0.03","-0.04","0.06","-0.35","-8.21","-1.17","-1.38","-1.79","0.16","0.21","0.24","0.13","-0.84","0.08","-1.42","-2.37","-0.43","-0.33","-0.05","-1.37","0.03","-0.22","-0.02","-0.20","-0.05","0.05","0.00","-1.16","-0.60","-0.11","-0.58","-0.03","0.24","0.21","0.12","0.00","0.13","-1.07","0.37","0.03","0.15","0.00","-8.37","-0.03","0.18","-0.08","0.24","-0.01","0.06","-0.45","-8.21","-1.30","-1.39","-1.69","0.26","0.23","0.17","0.09","-0.76","0.00","-1.28","-2.67","-0.43","-0.19","-0.05"
"2021 MAR","91.5","100.6","109.2","128.9","102.1","185.0","97.7","95.6","88.6","96.9","65.3","46.2","85.6","109.6","98.2","88.3","83.4","90.5","82.5","84.5","66.1","80.8","87.3","2.9","0.3","0.5","3.0","1.0","-4.3","0.6","3.8","3.3","6.1","3.6","-0.9","1.7","1.1","0.2","3.5","4.3","0.7","7.2","9.5","-5.1","1.4","-18.2","1.8","1.3","7.2","-5.6","11.5","-10.8","6.7","2.5","0.8","9.2","-11.9","-41.5","4.1","4.9","1.9","6.7","-2.1","2.8","-4.4","-1.4","-13.7","-9.4","-19.8","-1.1","5.7","-2.3","-5.2","-2.3","-5.2","2.2","2.0","-1.1","-4.9","-4.6","-21.2","-0.1","1.2","2.2","1.5","-1.5","2.8","-13.1","8.8","-3.9","-11.4","-8.5","-5.7","-1.0","2.0","-11.4","3.9","-4.4","5.3","-4.2","-7.2","-7.1","-29.1","-54.4","4.6","3.5","1.9","2.4","-12.4","1.5","-16.1","-17.9","-25.2","-16.6","-24.5","2.94","0.00","0.07","0.02","0.10","-0.07","0.01","0.23","2.65","0.62","0.10","-0.01","0.12","0.10","0.02","0.29","0.20","0.04","0.41","0.82","-0.06","0.02","-0.03","1.78","0.01","0.93","-0.04","1.08","-0.18","0.08","0.15","0.61","0.89","-0.40","-0.96","0.27","0.41","0.26","0.55","-0.10","0.14","-0.27","-0.14","-0.17","-0.15","-0.03","-1.06","0.04","-0.33","-0.04","-0.24","-0.08","0.03","0.12","-0.86","-0.52","-0.14","-0.36","0.00","0.10","0.28","0.12","-0.07","0.14","-0.87","0.70","-0.05","-0.18","-0.01","-5.71","-0.01","0.26","-0.08","0.37","-0.07","0.06","-0.25","-5.81","-0.72","-1.12","-1.53","0.28","0.28","0.24","0.18","-0.61","0.07","-1.06","-1.80","-0.36","-0.27","-0.04"
"2021 APR","94.5","98.9","109.0","110.6","103.2","180.4","97.1","97.1","92.1","104.2","67.4","65.0","88.2","109.2","97.8","87.5","83.9","90.6","92.3","89.4","72.3","100.5","101.5","3.2","-1.7","-0.2","-14.2","1.0","-2.5","-0.6","1.5","4.0","7.4","3.1","40.9","3.1","-0.4","-0.4","-0.9","0.5","0.1","11.9","5.8","9.5","24.4","16.2","30.0","9.3","26.7","-22.9","41.9","-7.2","12.7","76.7","28.0","67.0","55.9","510.8","14.7","9.7","2.8","21.3","31.5","3.1","47.4","54.1","42.3","67.3","39.1","2.6","3.9","-1.5","-10.6","-0.6","-6.9","1.6","5.3","3.2","5.3","0.6","9.2","1.5","0.3","1.5","3.9","1.0","2.3","-1.4","14.8","-0.9","-3.4","-14.1","5.8","3.0","9.7","-15.6","15.3","-7.0","8.2","15.7","4.4","15.1","-8.2","-21.8","7.0","5.7","2.2","9.4","0.9","2.5","2.0","2.9","-7.8","4.7","-10.1","3.23","-0.01","-0.03","-0.09","0.10","-0.04","-0.01","0.09","3.19","0.78","0.09","0.55","0.21","-0.04","-0.05","-0.08","0.03","0.00","0.71","0.54","0.10","0.35","0.02","30.00","0.08","3.62","-0.21","3.86","-0.14","0.18","3.39","22.79","5.66","1.36","1.98","1.10","0.97","0.46","1.86","1.40","0.20","2.68","4.31","0.44","0.90","0.05","2.63","0.03","-0.22","-0.08","-0.06","-0.11","0.02","0.31","2.54","0.54","0.02","0.13","0.10","0.03","0.21","0.32","0.05","0.12","-0.09","1.20","-0.01","-0.06","-0.02","5.77","0.02","1.27","-0.12","1.44","-0.11","0.10","0.87","3.51","1.45","-0.27","-0.45","0.46","0.49","0.31","0.76","0.04","0.13","0.12","0.27","-0.10","0.07","-0.02"
"2021 MAY","95.8","98.5","107.9","113.6","101.5","181.8","97.2","95.8","94.0","105.0","67.8","90.5","88.3","108.7","97.9","88.0","85.4","91.1","100.0","92.0","79.0","84.7","113.1","1.4","-0.4","-1.0","2.7","-1.6","0.8","0.1","-1.4","2.0","0.8","0.7","39.1","0.1","-0.4","0.2","0.5","1.8","0.6","8.3","2.9","9.3","-15.7","11.4","29.1","5.7","16.8","-22.6","26.2","-7.2","12.7","59.1","29.8","45.2","49.2","619.0","16.0","8.7","3.2","22.5","32.3","4.0","86.1","59.1","81.4","35.1","81.3","5.3","1.0","-0.8","-11.6","0.6","-7.3","0.5","6.2","6.4","11.0","4.5","37.2","3.4","0.0","0.7","3.9","3.6","1.8","14.5","18.8","1.5","-1.9","-11.7","19.0","5.3","16.3","-17.2","25.4","-8.4","10.6","38.4","18.2","37.0","23.1","97.5","11.4","7.7","2.7","16.4","18.3","3.3","35.6","31.9","27.2","25.5","23.7","1.40","0.00","-0.13","0.02","-0.16","0.01","0.00","-0.08","1.62","0.09","0.02","0.71","0.00","-0.03","0.02","0.04","0.08","0.03","0.53","0.27","0.11","-0.27","0.01","29.09","0.05","2.39","-0.21","2.62","-0.13","0.18","2.80","23.85","4.33","1.23","2.78","1.16","0.86","0.51","1.92","1.43","0.25","4.10","4.59","0.71","0.48","0.08","5.33","0.01","-0.12","-0.08","0.06","-0.11","0.01","0.37","5.10","1.11","0.13","0.54","0.23","0.00","0.10","0.33","0.17","0.10","0.86","1.57","0.02","-0.03","-0.02","19.00","0.04","2.21","-0.15","2.41","-0.15","0.14","1.97","14.70","3.43","0.65","1.11","0.80","0.72","0.40","1.38","0.84","0.19","2.00","2.71","0.29","0.37","0.03"
"2021 JUN","96.7","98.7","107.2","104.4","101.7","169.3","99.0","94.3","95.3","106.1","71.6","99.5","88.8","107.8","98.6","90.3","87.2","91.6","102.1","93.5","78.8","79.4","122.8","1.0","0.2","-0.7","-8.1","0.2","-6.9","1.9","-1.6","1.4","1.0","5.5","10.0","0.6","-0.9","0.7","2.7","2.1","0.5","2.1","1.6","-0.3","-6.2","8.6","19.2","3.8","4.8","-32.2","11.9","-18.0","8.4","27.8","21.5","14.4","29.5","265.1","10.3","6.6","3.6","17.3","14.4","4.9","75.8","54.3","47.4","25.3","67.8","7.0","-1.2","-0.8","-15.5","0.9","-7.5","0.8","3.7","8.7","14.3","8.8","85.8","4.1","-0.4","0.2","3.5","5.4","1.4","23.7","16.7","12.1","10.2","8.3","25.9","6.2","15.5","-26.0","25.5","-10.9","11.2","52.0","26.3","38.6","43.6","405.1","13.6","8.3","3.2","20.3","25.4","4.0","68.8","55.8","55.7","42.2","61.8","0.95","0.00","-0.09","-0.05","0.02","-0.09","0.02","-0.09","1.13","0.11","0.16","0.25","0.04","-0.07","0.09","0.22","0.09","0.03","0.15","0.16","0.00","-0.09","0.01","19.20","0.03","0.69","-0.29","1.22","-0.32","0.12","1.48","17.08","1.62","0.82","2.36","0.72","0.60","0.52","1.45","0.68","0.28","3.57","4.05","0.46","0.32","0.07","6.97","-0.01","-0.11","-0.11","0.09","-0.11","0.01","0.22","6.88","1.44","0.26","1.16","0.28","-0.03","0.03","0.29","0.25","0.07","1.38","1.46","0.14","0.15","0.01","25.86","0.05","2.18","-0.24","2.52","-0.20","0.16","2.52","21.10","3.79","1.13","2.38","0.99","0.80","0.50","1.73","1.15","0.24","3.46","4.31","0.53","0.55","0.07"
"2021 JUL","96.3","98.4","105.5","115.2","100.3","152.2","99.1","93.9","95.1","104.5","74.3","97.9","89.4","106.8","97.9","90.3","88.3","91.5","99.4","94.6","82.3","80.8","104.3","-0.4","-0.3","-1.6","10.3","-1.4","-10.1","0.1","-0.4","-0.2","-1.5","3.8","-1.7","0.7","-1.0","-0.7","-0.1","1.3","-0.1","-2.6","1.2","4.4","1.8","-15.1","11.3","4.5","-1.1","-22.8","3.8","-27.2","9.3","10.4","13.7","6.9","16.2","45.3","7.8","4.7","3.1","13.8","13.7","6.5","36.1","46.6","29.0","-15.8","4.0","5.1","-1.4","-1.9","-8.6","-0.9","-9.9","1.2","-0.3","6.8","7.9","9.2","82.4","3.4","-1.2","0.2","2.8","5.5","1.2","19.8","11.6","15.4","-6.2","15.1","19.4","4.7","6.4","-25.9","13.3","-17.7","10.1","29.6","21.3","20.1","29.8","168.6","11.2","6.7","3.3","17.7","19.4","5.2","63.1","53.1","49.3","10.3","44.2","-0.40","0.00","-0.20","0.05","-0.13","-0.13","0.00","-0.02","-0.18","-0.16","0.12","-0.05","0.04","-0.08","-0.09","0.00","0.06","0.00","-0.18","0.12","0.05","0.02","-0.02","11.25","0.03","-0.15","-0.19","0.39","-0.46","0.12","0.59","10.84","0.77","0.49","0.93","0.53","0.41","0.42","1.12","0.62","0.34","2.00","3.47","0.32","-0.28","0.01","5.07","-0.01","-0.26","-0.05","-0.10","-0.14","0.01","-0.02","5.37","0.83","0.27","1.25","0.22","-0.10","0.02","0.24","0.25","0.06","1.19","1.05","0.17","-0.09","0.02","19.39","0.04","0.91","-0.23","1.35","-0.32","0.14","1.57","16.92","2.15","0.83","1.98","0.79","0.61","0.48","1.48","0.89","0.29","3.17","4.01","0.49","0.15","0.05"
"2021 AUG","97.3","98.2","106.2","136.0","100.6","146.1","98.2","92.8","96.3","104.2","76.9","113.2","89.9","107.0","98.5","91.7","89.0","91.6","97.7","95.7","88.0","87.1","91.1","1.0","-0.2","0.6","18.0","0.3","-4.0","-0.9","-1.2","1.2","-0.2","3.5","15.7","0.5","0.2","0.6","1.6","0.8","0.2","-1.8","1.1","6.9","7.8","-12.6","8.5","3.6","-3.5","-5.4","-0.4","-29.8","4.9","5.8","11.0","5.8","18.3","12.6","8.0","3.3","3.3","13.7","11.3","6.6","11.4","41.3","35.9","-0.7","-26.0","3.0","-0.9","-2.2","0.7","-1.4","-14.5","1.5","-2.6","4.4","2.8","11.1","54.0","2.3","-1.8","0.4","3.2","4.7","1.0","8.9","6.7","14.6","-7.0","5.4","12.8","4.0","0.0","-20.4","4.9","-25.0","7.5","14.0","15.2","8.9","20.9","59.2","8.7","4.9","3.3","14.9","13.1","6.0","36.8","47.2","36.8","0.1","7.3","0.98","0.00","0.08","0.10","0.03","-0.04","-0.01","-0.07","0.97","-0.02","0.11","0.42","0.03","0.02","0.08","0.13","0.04","0.01","-0.12","0.11","0.09","0.11","-0.02","8.53","0.03","-0.49","-0.04","-0.04","-0.49","0.06","0.33","8.72","0.63","0.54","0.37","0.52","0.28","0.44","1.09","0.51","0.33","0.74","3.12","0.38","-0.01","-0.04","3.02","-0.01","-0.29","0.00","-0.14","-0.20","0.02","-0.16","3.48","0.30","0.32","1.02","0.15","-0.15","0.05","0.27","0.21","0.05","0.57","0.63","0.17","-0.11","0.01","12.81","0.03","0.00","-0.17","0.50","-0.43","0.10","0.78","12.07","0.99","0.61","1.19","0.59","0.42","0.46","1.21","0.60","0.32","2.05","3.53","0.39","0.00","0.01"
"2021 SEP","97.8","97.1","105.2","130.7","100.4","137.9","96.5","93.3","97.1","105.1","80.0","111.7","89.7","107.5","98.9","92.0","91.3","91.6","97.3","97.8","89.5","92.8","94.1","0.6","-1.1","-0.9","-3.9","-0.2","-5.6","-1.7","0.6","0.9","0.9","4.0","-1.3","-0.2","0.5","0.4","0.3","2.6","-0.1","-0.3","2.2","1.7","6.5","3.3","7.7","1.9","-5.3","-4.7","-2.8","-32.4","4.8","3.3","10.5","5.9","18.6","26.8","7.1","1.7","3.0","11.8","13.1","5.7","2.8","39.8","27.9","8.1","-25.0","1.6","-0.8","-2.2","16.2","-1.6","-17.9","0.2","-2.5","2.5","-0.4","11.8","26.6","1.4","-1.3","0.3","3.1","4.7","0.5","0.0","4.8","12.9","-1.5","-14.2","9.1","3.3","-3.3","-11.2","0.1","-29.8","6.3","6.4","11.7","6.2","17.7","26.1","7.6","3.2","3.1","13.1","12.7","6.3","15.3","42.5","30.8","-3.3","-17.0","0.60","-0.01","-0.12","-0.03","-0.02","-0.06","-0.02","0.03","0.70","0.09","0.13","-0.04","-0.01","0.04","0.05","0.03","0.12","0.00","-0.02","0.21","0.02","0.09","0.00","7.71","0.01","-0.74","-0.03","-0.29","-0.52","0.06","0.19","8.30","0.64","0.56","0.69","0.47","0.14","0.40","0.95","0.59","0.29","0.19","3.06","0.32","0.12","-0.04","1.55","-0.01","-0.29","0.09","-0.16","-0.24","0.00","-0.14","2.00","-0.05","0.35","0.63","0.09","-0.11","0.04","0.25","0.22","0.03","0.00","0.46","0.15","-0.02","-0.02","9.13","0.02","-0.47","-0.09","0.01","-0.49","0.08","0.37","9.26","0.68","0.53","0.66","0.51","0.27","0.42","1.05","0.57","0.32","0.96","3.21","0.34","-0.05","-0.03"
"2021 OCT","98.0","95.9","103.7","130.3","98.3","134.4","98.9","92.7","97.5","105.0","82.2","104.5","92.2","107.9","98.6","90.6","94.2","91.4","97.1","99.7","90.6","98.4","98.7","0.1","-1.3","-1.4","-0.3","-2.1","-2.5","2.5","-0.7","0.5","-0.2","2.8","-6.5","2.8","0.3","-0.2","-1.5","3.1","-0.1","-0.3","2.0","1.3","6.1","4.8","7.5","2.9","-6.6","-5.7","-4.7","-33.4","5.7","2.8","10.4","4.9","24.1","40.6","7.2","2.0","3.3","6.7","14.8","5.7","-0.1","39.0","23.5","22.1","-13.8","1.5","-1.4","-1.7","19.1","-1.4","-16.9","-0.5","-1.8","2.3","-0.4","11.9","14.4","1.9","-0.3","0.5","2.1","5.2","0.2","-3.1","4.7","11.6","13.6","-16.6","7.9","2.8","-5.1","-5.3","-2.6","-31.9","5.2","3.9","10.6","5.5","20.3","25.3","7.4","2.3","3.2","10.7","13.1","6.0","4.5","40.0","28.8","9.5","-21.8","0.14","-0.01","-0.17","0.00","-0.20","-0.03","0.03","-0.04","0.37","-0.02","0.09","-0.20","0.18","0.02","-0.03","-0.12","0.15","-0.01","-0.02","0.20","0.02","0.09","0.01","7.49","0.02","-0.91","-0.04","-0.49","-0.52","0.07","0.16","8.29","0.53","0.72","0.88","0.48","0.17","0.43","0.55","0.68","0.28","-0.01","3.07","0.28","0.31","-0.02","1.48","-0.01","-0.22","0.10","-0.13","-0.21","-0.01","-0.10","1.82","-0.04","0.36","0.38","0.13","-0.02","0.07","0.18","0.24","0.01","-0.22","0.45","0.14","0.19","-0.02","7.91","0.02","-0.72","-0.04","-0.27","-0.51","0.06","0.23","8.44","0.60","0.61","0.65","0.49","0.20","0.42","0.86","0.59","0.30","0.30","3.08","0.33","0.14","-0.04"
"2021 NOV","98.5","96.5","105.1","124.9","100.4","133.8","99.2","93.3","97.9","103.7","85.9","102.7","92.3","109.2","98.8","92.4","95.7","91.5","96.8","99.7","92.5","97.5","103.3","0.5","0.6","1.3","-4.1","2.1","-0.4","0.2","0.7","0.4","-1.2","4.5","-1.7","0.2","1.2","0.2","1.9","1.7","0.1","-0.3","0.0","2.1","-0.9","4.7","10.4","2.7","-6.1","-6.4","-3.8","-34.0","5.6","2.4","14.2","11.3","30.9","132.5","8.9","2.0","3.2","11.3","18.4","4.7","4.8","38.3","41.8","23.8","-5.1","1.4","-2.0","-1.5","8.5","-1.1","-13.1","-0.6","-0.6","2.0","-0.3","11.3","2.7","2.3","0.9","0.4","1.0","6.3","-0.1","-2.7","4.8","9.4","16.7","-7.0","8.5","2.5","-6.0","-5.6","-3.7","-33.3","5.4","2.8","11.7","7.3","24.5","54.3","7.7","1.9","3.2","9.9","15.4","5.4","2.5","39.1","30.7","17.8","-15.1","0.55","0.00","0.16","-0.03","0.20","0.00","0.00","0.04","0.35","-0.13","0.15","-0.05","0.01","0.10","0.02","0.15","0.08","0.00","-0.02","0.00","0.03","-0.01","0.01","10.43","0.02","-0.88","-0.04","-0.41","-0.55","0.07","0.14","11.20","1.16","0.93","1.74","0.60","0.18","0.43","0.93","0.85","0.24","0.33","3.09","0.45","0.34","-0.01","1.41","-0.01","-0.19","0.05","-0.11","-0.15","-0.01","-0.03","1.65","-0.03","0.36","0.07","0.15","0.07","0.06","0.08","0.29","0.00","-0.18","0.46","0.12","0.23","-0.01","8.53","0.02","-0.84","-0.04","-0.39","-0.53","0.07","0.17","9.25","0.77","0.74","1.10","0.51","0.16","0.42","0.81","0.70","0.27","0.17","3.07","0.35","0.26","-0.02"
"2021 DEC","98.3","100.0","104.0","122.7","99.4","128.6","99.7","94.2","97.8","102.9","87.9","91.2","92.5","109.2","99.0","93.8","95.8","92.0","97.9","99.4","91.9","95.2","104.4","-0.2","3.6","-1.0","-1.8","-1.0","-3.9","0.5","0.9","-0.2","-0.7","2.4","-11.2","0.1","0.0","0.2","1.5","0.1","0.5","1.2","-0.3","-0.6","-2.4","1.1","8.3","4.1","-6.8","-11.8","-3.8","-36.0","2.5","4.5","11.4","6.2","30.7","63.3","9.9","-1.0","2.8","10.0","14.1","4.2","16.0","36.6","22.5","-14.7","-11.2","1.2","-0.5","-1.3","-1.1","-1.0","-9.0","1.4","0.1","1.7","-0.7","10.7","-7.6","3.0","1.5","0.4","1.0","6.4","0.1","-0.9","3.7","5.9","11.7","5.8","8.7","3.2","-6.5","-8.0","-4.1","-34.5","4.6","3.2","12.0","7.4","28.6","71.1","8.6","1.0","3.1","9.3","15.7","4.9","6.5","38.0","28.7","7.4","-10.1","-0.20","0.02","-0.13","-0.01","-0.10","-0.04","0.01","0.05","-0.15","-0.08","0.08","-0.31","0.01","0.00","0.02","0.13","0.00","0.02","0.08","-0.04","-0.01","-0.04","0.00","8.34","0.03","-0.95","-0.08","-0.40","-0.56","0.03","0.26","9.06","0.65","0.93","1.03","0.65","-0.09","0.37","0.83","0.66","0.22","0.98","2.93","0.28","-0.29","-0.02","1.18","0.00","-0.16","-0.01","-0.10","-0.10","0.02","0.00","1.34","-0.08","0.35","-0.22","0.19","0.12","0.05","0.08","0.30","0.00","-0.06","0.37","0.08","0.17","0.01","8.74","0.02","-0.91","-0.06","-0.43","-0.55","0.06","0.19","9.51","0.78","0.86","1.21","0.58","0.08","0.41","0.77","0.73","0.25","0.43","3.03","0.34","0.12","-0.02"
"2022 JAN","98.9","101.3","104.4","128.5","99.3","127.7","100.6","96.3","98.2","105.4","87.7","96.3","95.1","109.5","99.2","93.4","95.8","93.0","100.6","94.5","91.9","96.9","95.7","0.6","1.3","0.4","4.7","-0.1","-0.7","1.0","2.2","0.5","2.4","-0.2","5.6","2.8","0.3","0.2","-0.4","0.0","1.1","2.7","-4.9","0.0","1.7","-8.3","12.6","2.8","-3.9","-5.0","-1.1","-34.9","4.6","7.9","16.0","20.3","42.3","116.3","11.7","0.6","1.7","12.2","20.0","4.3","28.1","27.8","32.1","21.5","-18.6","0.9","2.2","-0.5","-5.3","-0.1","-6.8","2.0","1.8","1.1","-0.8","9.4","-11.9","3.0","1.7","0.3","1.9","4.7","0.7","1.1","0.1","3.1","4.1","6.9","10.4","3.2","-5.6","-7.8","-2.9","-35.0","4.2","4.9","13.8","12.3","34.4","100.8","10.2","0.5","2.6","11.2","17.4","4.4","15.7","34.2","31.7","7.2","-11.8","0.58","0.01","0.05","0.05","-0.01","-0.01","0.01","0.12","0.39","0.25","-0.01","0.14","0.18","0.03","0.03","-0.03","0.00","0.05","0.17","-0.43","0.00","0.03","-0.01","12.58","0.02","-0.56","-0.06","-0.12","-0.45","0.06","0.47","12.62","2.00","1.21","1.64","0.78","0.06","0.24","1.04","0.95","0.23","1.56","2.04","0.38","0.32","-0.03","0.91","0.02","-0.07","-0.06","-0.01","-0.06","0.03","0.10","0.85","-0.08","0.31","-0.37","0.19","0.14","0.04","0.16","0.23","0.03","0.07","0.01","0.04","0.06","0.01","10.43","0.03","-0.81","-0.10","-0.31","-0.45","0.06","0.29","10.91","1.27","1.02","1.52","0.67","0.05","0.36","0.94","0.83","0.23","0.93","2.43","0.37","0.12","-0.02"
"2022 FEB","99.3","101.6","103.5","129.2","98.3","125.3","99.7","96.3","98.9","103.8","90.0","107.2","95.6","109.3","99.5","94.0","97.2","93.4","100.1","96.0","94.6","95.8","94.0","0.4","0.3","-0.9","0.5","-1.0","-1.9","-0.9","0.0","0.7","-1.5","2.6","11.4","0.5","-0.2","0.3","0.6","1.4","0.4","-0.5","1.6","2.9","-1.1","-1.8","11.7","1.2","-4.8","3.2","-2.8","-35.2","2.7","4.6","15.4","13.6","42.8","130.1","13.6","0.8","1.5","10.1","21.6","3.9","30.1","24.4","35.8","20.3","-12.0","0.7","4.6","-0.7","-1.5","-0.7","-6.1","1.8","2.7","0.8","-0.6","7.1","-7.6","3.3","1.0","0.4","2.2","2.7","1.4","2.6","-2.5","2.1","-0.3","-0.7","10.9","2.7","-5.2","-4.8","-2.6","-35.4","3.2","5.6","14.2","13.1","38.4","100.5","11.7","0.1","2.0","10.7","18.5","4.1","24.5","29.5","29.9","6.2","-14.0","0.45","0.00","-0.11","0.01","-0.09","-0.01","-0.01","0.00","0.55","-0.16","0.09","0.31","0.03","-0.02","0.04","0.05","0.07","0.02","-0.03","0.13","0.04","-0.02","0.00","11.74","0.01","-0.68","0.04","-0.29","-0.44","0.04","0.28","12.11","1.38","1.24","1.90","0.89","0.08","0.21","0.86","1.01","0.21","1.62","1.84","0.42","0.29","-0.02","0.75","0.03","-0.08","-0.02","-0.07","-0.05","0.02","0.15","0.65","-0.06","0.24","-0.23","0.21","0.09","0.06","0.19","0.14","0.07","0.16","-0.22","0.03","0.00","0.00","10.86","0.02","-0.74","-0.06","-0.27","-0.45","0.04","0.34","11.23","1.34","1.12","1.54","0.77","0.01","0.28","0.91","0.88","0.22","1.36","2.15","0.36","0.10","-0.02"
